tvBench_id,db_id,chart,hardness,query,question,vega_zero
3119@y_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Neutral , School_ID FROM basketball_match ORDER BY School_ID DESC",Bar chart showing school id across all neutral in descending order of school id.,mark bar data basketball_match encoding x all_neutral y aggregate none school_id transform sort y desc
1518@x_name@DESC,gas_company,Bar,Medium,"Visualize BAR SELECT Headquarters , COUNT(Headquarters) FROM company GROUP BY Headquarters ORDER BY Headquarters DESC",Bar chart showing how many headquarters from each headquarters in descending order of headquarters.,mark bar data company encoding x headquarters y aggregate count headquarters transform group x sort x desc
365@x_name@ASC,book_2,Bar,Medium,"Visualize BAR SELECT Publication_Date , COUNT(Publication_Date) FROM publication GROUP BY Publication_Date ORDER BY Publication_Date ASC",Bar chart showing the number of publication dates of books in ascending order of publication date.,mark bar data publication encoding x publication_date y aggregate count publication_date transform group x sort x asc
1987@x_name@DESC,insurance_and_eClaims,Bar,Medium,"Visualize BAR SELECT Policy_Type_Code , count(*) FROM policies GROUP BY policy_type_code ORDER BY Policy_Type_Code DESC",Bar chart showing the total number of policy type code in descending order of policy type code.,mark bar data policies encoding x policy_type_code y aggregate count policy_type_code transform group x sort x desc
339@y_name@DESC,bike_1,Bar,Medium,"Visualize BAR SELECT city , COUNT(*) FROM station GROUP BY city ORDER BY COUNT(*) DESC",Bar chart showing the total number across cities in descending order of the y-axis.,mark bar data station encoding x city y aggregate count city transform group x sort y desc
1255,e_learning,Scatter,Easy,"Visualize SCATTER SELECT author_id , gender_mf FROM Course_Authors_and_Tutors ORDER BY personal_name",Scatter chart showing the relationship between author id and gender (m/f).,mark point data course_authors_and_tutors encoding x author_id y aggregate none gender_mf transform sort personal_name
1578,hr_1,Line,Hard,"Visualize LINE SELECT HIRE_DATE , EMPLOYEE_ID FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'","Line chart showing the trend of employee id for employees with ""d"" or ""s"" in their first name over hire date.",mark line data employees encoding x hire_date y aggregate none employee_id transform filter first_name like '%d%' or first_name like '%s%'
2035@y_name@DESC,insurance_policies,Bar,Hard,"Visualize BAR SELECT Date_Payment_Made , SUM(Amount_Payment) FROM Payments WHERE Payment_Method_Code = 'Visa'  ORDER BY SUM(Amount_Payment) DESC BIN Date_Payment_Made BY WEEKDAY",Bar chart showing the sum of all payments processed with Visa by weekday in descending order of the y-axis and binning by weekday.,mark bar data payments encoding x date_payment_made y aggregate sum amount_payment transform filter payment_method_code = 'visa' sort y desc bin x by weekday
3089@x_name@ASC,university_basketball,Stacked Bar,Medium,"Visualize BAR SELECT ACC_Road , School_ID FROM basketball_match GROUP BY All_Home ,  ACC_Road ORDER BY ACC_Road ASC",Bar chart showing school ids grouped by all home in ascending order of acc road.,mark bar data basketball_match encoding x acc_road y aggregate none school_id color all_home transform group x sort x asc
862@y_name@DESC,cre_Drama_Workshop_Groups,Bar,Medium,"Visualize BAR SELECT Planned_Delivery_Date , COUNT(Planned_Delivery_Date) FROM BOOKINGS  ORDER BY COUNT(Planned_Delivery_Date) DESC BIN Planned_Delivery_Date BY WEEKDAY",Bar chart showing all the planned delivery dates in descending order of the y-axis and binning by weekday.,mark bar data bookings encoding x planned_delivery_date y aggregate count planned_delivery_date transform sort y desc bin x by weekday
2351@x_name@ASC,mountain_photos,Bar,Medium,"Visualize BAR SELECT color , COUNT(color) FROM photos GROUP BY color ORDER BY color ASC","Bar chart showing the total number of different colors, grouped by name in ascending order.",mark bar data photos encoding x color y aggregate count color transform group x sort x asc
2053@y_name@ASC,journal_committee,Bar,Easy,"Visualize BAR SELECT Name , Age FROM editor ORDER BY Age ASC",Bar chart showing name versus age in ascending order of age.,mark bar data editor encoding x name y aggregate none age transform sort y asc
1264,e_learning,Bar,Easy,"Visualize BAR SELECT personal_name , author_id FROM Course_Authors_and_Tutors ORDER BY personal_name",Bar chart showing the distribution of personal names and author ids.,mark bar data course_authors_and_tutors encoding x personal_name y aggregate none author_id transform sort x
340@y_name@ASC,bike_1,Bar,Hard,"Visualize BAR SELECT date , COUNT(date) FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31  ORDER BY COUNT(date) ASC BIN date BY YEAR",Bar chart showing the number of dates with an average sea level pressure between 303 and 31 in ascending order of the y-axis and binning by year.,mark bar data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 sort y asc bin x by year
1779@x_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , AVG(MANAGER_ID) FROM employees WHERE hire_date < '2002-06-21' GROUP BY JOB_ID ORDER BY JOB_ID ASC",Bar chart showing the comparison of average manager id over job id for employees hired before 2002-06-21 in ascending order of job id.,mark bar data employees encoding x job_id y aggregate mean manager_id transform filter hire_date < '2002-06-21' group x sort x asc
625@y_name@ASC,college_2,Bar,Medium,"Visualize BAR SELECT building , COUNT(building) FROM department GROUP BY building ORDER BY COUNT(building) ASC",Bar chart showing how many buildings from each building in ascending order of the y-axis.,mark bar data department encoding x building y aggregate count building transform group x sort y asc
2450@x_name@DESC,musical,Bar,Medium,"Visualize BAR SELECT Nominee , COUNT(*) FROM musical GROUP BY Nominee ORDER BY Nominee DESC",Bar chart showing the total number in descending order of nominee.,mark bar data musical encoding x nominee y aggregate count nominee transform group x sort x desc
469,cinema,Bar,Easy,"Visualize BAR SELECT Openning_year , AVG(Capacity) FROM cinema GROUP BY Openning_year",Bar chart showing the average capacity by opening year.,mark bar data cinema encoding x openning_year y aggregate mean capacity transform group x
465@x_name@ASC,cinema,Bar,Medium,"Visualize BAR SELECT Openning_year , COUNT(Openning_year) FROM cinema GROUP BY Openning_year ORDER BY Openning_year ASC",Bar chart showing the number of openings from each year in ascending order of names.,mark bar data cinema encoding x openning_year y aggregate count openning_year transform group x sort x asc
253,behavior_monitoring,Grouping Scatter,Medium,"Visualize SCATTER SELECT address_id , monthly_rental FROM Student_Addresses GROUP BY other_details ORDER BY monthly_rental DESC","Scatter chart showing the relationship between address id and monthly rental in descending order of monthly rental, grouped by other details.",mark point data student_addresses encoding x address_id y aggregate none monthly_rental color other_details transform sort y desc
3089@x_name@DESC,university_basketball,Stacked Bar,Medium,"Visualize BAR SELECT ACC_Road , School_ID FROM basketball_match GROUP BY All_Home ,  ACC_Road ORDER BY ACC_Road DESC",Bar chart showing school id grouped by all home in descending order of acc road.,mark bar data basketball_match encoding x acc_road y aggregate none school_id color all_home transform group x sort x desc
1776@x_name@DESC,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , SUM(SALARY) FROM employees WHERE hire_date < '2002-06-21' GROUP BY JOB_ID ORDER BY JOB_ID DESC",Bar chart showing the distribution of job id and the sum of salary for employees hired before 2002-06-21 by job id in descending order.,mark bar data employees encoding x job_id y aggregate sum salary transform filter hire_date < '2002-06-21' group x sort x desc
1592,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 BIN HIRE_DATE BY WEEKDAY","Bar chart showing the distribution of hire date and the sum of salary for employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, binned by weekday.","mark bar data employees encoding x hire_date y aggregate sum salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 bin x by weekday"
972@y_name@ASC,customers_and_invoices,Bar,Medium,"Visualize BAR SELECT transaction_type , sum(transaction_amount) FROM Financial_transactions GROUP BY transaction_type ORDER BY sum(transaction_amount) ASC",Bar chart showing sum transaction amount from each transaction type in ascending order of the y-axis.,mark bar data financial_transactions encoding x transaction_type y aggregate sum transaction_amount transform group x sort y asc
57,allergy_1,Pie,Easy,"Visualize PIE SELECT Sex , avg(age) FROM Student GROUP BY sex",Pie chart showing the average ages of male and female students.,mark arc data student encoding x sex y aggregate mean age transform group x
3160,university_basketball,Grouping Scatter,Easy,"Visualize SCATTER SELECT Team_ID , School_ID FROM basketball_match GROUP BY Team_Name",Scatter chart showing school id vs team id grouped by team name.,mark point data basketball_match encoding x team_id y aggregate none school_id color team_name
1975@y_name@DESC,inn_1,Bar,Hard,"Visualize BAR SELECT decor , count(*) FROM Rooms WHERE bedType = ""King"" GROUP BY decor ORDER BY count(*) DESC",Bar chart showing the number of rooms with king beds for each decor type in descending order of the y-axis.,"mark bar data rooms encoding x decor y aggregate count decor transform filter bedtype = ""king"" group x sort y desc"
1186@x_name@ASC,dog_kennels,Line,Medium,"Visualize LINE SELECT date_arrived , COUNT(date_arrived) FROM Dogs GROUP BY date_arrived ORDER BY date_arrived ASC",Line chart showing date arrived in ascending order of date arrived.,mark line data dogs encoding x date_arrived y aggregate count date_arrived transform group x sort x asc
2800@x_name@ASC,soccer_2,Bar,Medium,"Visualize BAR SELECT state , min(enr) FROM college GROUP BY state ORDER BY state ASC",Bar chart showing the smallest enrollment of each state in ascending order of state.,mark bar data college encoding x state y aggregate min enr transform group x sort x asc
2818@y_name@ASC,sports_competition,Bar,Hard,"Visualize BAR SELECT Position , count(*) FROM player WHERE points < 30 GROUP BY POSITION ORDER BY count(*) ASC",Bar chart showing the number of players who have points less than 30 for each position in ascending order of the y-axis.,mark bar data player encoding x position y aggregate count position transform filter points < 30 group x sort y asc
863@y_name@DESC,cre_Drama_Workshop_Groups,Bar,Medium,"Visualize BAR SELECT Actual_Delivery_Date , COUNT(Actual_Delivery_Date) FROM BOOKINGS  ORDER BY COUNT(Actual_Delivery_Date) DESC BIN Actual_Delivery_Date BY WEEKDAY",Bar chart showing all actual delivery dates in descending order of the y-axis and binning by weekday.,mark bar data bookings encoding x actual_delivery_date y aggregate count actual_delivery_date transform sort y desc bin x by weekday
2879@x_name@DESC,student_assessment,Bar,Medium,"Visualize BAR SELECT last_name , COUNT(last_name) FROM people GROUP BY last_name ORDER BY last_name DESC",Bar chart showing the number of last names from different last names in descending order of last name.,mark bar data people encoding x last_name y aggregate count last_name transform group x sort x desc
1006@x_name@ASC,customers_and_products_contacts,Bar,Extra Hard,"Visualize BAR SELECT product_type_code , COUNT(product_type_code) FROM products WHERE product_price > 1000 OR product_price < 500 GROUP BY product_type_code ORDER BY product_type_code ASC",Bar chart showing the number of products with prices higher than 1000 or lower than 500 for each product type code in ascending order of product type code.,mark bar data products encoding x product_type_code y aggregate count product_type_code transform filter product_price > 1000 or product_price < 500 group x sort x asc
